turnstilelink_link_1,turnstilelink_link_1/_text,turnstilelink_link_1/_title,company_link,company_link/_text,company_link/_title,company_value,label,turnstilelink_link_2,turnstilelink_link_2/_text,turnstilelink_link_2/_title,turnstilelink_link_2_numbers,ratingnumber_number,slnounderline_value,slnounderline_value_numbers,value,location_value_1,location_value_2,moreloc_link,moreloc_link/_text,moreloc_link/_title,moreloc_link_numbers,snip_value,snip_value_prices,summary_description,summary_description_prices,ialabel_value,resultlink_content,resultlink_content_numbers,resultlink_links,resultlink_links/_text,resultlink_links/_title,viewall_label,viewall_link,viewall_link/_text,viewall_link/_title,mat_link,mat_link/_text,mat_link/_title,salarysearch_label,salarysearch_link,salarysearch_link/_text,salarysearch_link/_title,mat_content,mat_links,mat_links/_text,mat_links/_title,moreactions_content,moreactions_links,moreactions_links/_text,moreactions_links/_title,"_PAGE_NUMBER"
"http://www.indeed.com/rc/clk?jk=b048fe1054a699a8&fccid=5ab9d999303dd4ee","Senior Data Scientist, Big Data Predictive Modeling and Mach...","Senior Data Scientist, Big Data Predictive Modeling and Machine Learning","","","","SPINS LLC","-","","","","","","","","","Chicago, IL 60654","(Loop area)","","","","","","","Research and develop requirements for scalable automated data cleaning and data enrichment. Using SPINS industry-leading proprietary Natural Organic and...","","Easily apply","30+ days ago - save job - email - more...","30","http://www.indeed.com/jobs?q=data+scientist+%2420%2C000%2B&l=Chicago%2C+IL&limit=100&radius=25&start=300#; mailto:?subject=I%20found%20this%20job%20on%20Indeed&body=http://www.indeed.com; http://www.indeed.com/jobs?q=data+scientist+%2420%2C000%2B&l=Chicago%2C+IL&limit=100&radius=25&start=300#","save job; email; more...","Save this job to my.indeed; ; ","View all","http://www.indeed.com/jobs?q=Spins+LLC&l=Chicago,+IL&nc=jasx","SPINS LLC jobs in Chicago, IL","","http://www.indeed.com/l-Chicago,-IL-jobs.html","Chicago jobs","","Salary Search:","http://www.indeed.com/salary?q1=Senior+Data+Scientist&l1=Chicago%2C+IL","Senior Data Scientist salaries in Chicago, IL","","Related forums: Chicago, Illinois - SPINS LLC","http://www.indeed.com/forum/loc/Chicago-Illinois.html; http://www.indeed.com/forum/cmp/Spins-LLC.html","Chicago, Illinois; SPINS LLC","","","","","","4"
"http://www.indeed.com/rc/clk?jk=9d331c2ad4d69d71&fccid=7942658690eba67c","Senior Scientist System Integration","Senior Scientist System Integration","http://www.indeed.com/cmp/Abbott-Laboratories?from=SERP&campaignid=serp-linkcompanyname&fromjk=9d331c2ad4d69d71&jcid=7942658690eba67c","Abbott Laboratories","","","-","http://www.indeed.com/cmp/Abbott-Laboratories/reviews?jcid=7942658690eba67c","4.21,212 reviews","Abbott Laboratories reviews","421.212","4.2","1,212 reviews","1212","-","Des Plaines, IL","","","","","","","","Presents complex technical data to large and diverse groups. May act as project leader, lead scientist, or independent reviewer....","","","30+ days ago - save job - email - more...","30","http://www.indeed.com/jobs?q=data+scientist+%2420%2C000%2B&l=Chicago%2C+IL&limit=100&radius=25&start=300#; mailto:?subject=I%20found%20this%20job%20on%20Indeed&body=http://www.indeed.com; http://www.indeed.com/jobs?q=data+scientist+%2420%2C000%2B&l=Chicago%2C+IL&limit=100&radius=25&start=300#","save job; email; more...","Save this job to my.indeed; ; ","View all","http://www.indeed.com/q-Abbott-Laboratories-l-Des-Plaines,-IL-jobs.html","Abbott Laboratories jobs in Des Plaines, IL","","http://www.indeed.com/l-Des-Plaines,-IL-jobs.html","Des Plaines jobs","","Salary Search:","http://www.indeed.com/salary?q1=Senior+Scientist+System+Integration&l1=Des+Plaines%2C+IL","Senior Scientist System Integration salaries in Des Plaines, IL","","Learn more about working at Abbott Laboratories","http://www.indeed.com/cmp/Abbott-Laboratories?fromjk=9d331c2ad4d69d71&from=serp-more&campaignid=serp-more&jcid=7942658690eba67c","Abbott Laboratories","","Related forums: Des Plaines, Illinois - Abbott Laboratories","http://www.indeed.com/forum/loc/Des-Plaines-Illinois.html; http://www.indeed.com/forum/cmp/Abbott-Laboratories.html","Des Plaines, Illinois; Abbott Laboratories","","4"
"http://www.indeed.com/rc/clk?jk=8bfa5368f68e72e9&fccid=d13636a017afad9c","Director, Data Insight Sales","Director, Data Insight Sales","","","","1010data","-","","","","","","","","","Chicago, IL","","","","","","","","1010data is a highly differentiated product that is becoming the industry standard for Big Data Discovery and Data Sharing....","","Easily apply","30+ days ago - save job - email - more...","30","http://www.indeed.com/jobs?q=data+scientist+%2420%2C000%2B&l=Chicago%2C+IL&limit=100&radius=25&start=300#; mailto:?subject=I%20found%20this%20job%20on%20Indeed&body=http://www.indeed.com; http://www.indeed.com/jobs?q=data+scientist+%2420%2C000%2B&l=Chicago%2C+IL&limit=100&radius=25&start=300#","save job; email; more...","Save this job to my.indeed; ; ","View all","http://www.indeed.com/q-1010data-l-Chicago,-IL-jobs.html","1010data jobs in Chicago, IL","","http://www.indeed.com/l-Chicago,-IL-jobs.html","Chicago jobs","","Salary Search:","http://www.indeed.com/salary?q1=Director&l1=Chicago%2C+IL","Director salaries in Chicago, IL","","Learn more about working at 1010data","http://www.indeed.com/cmp/1010data?fromjk=8bfa5368f68e72e9&from=serp-more&campaignid=serp-more&jcid=d13636a017afad9c","1010data","","Related forums: Chicago, Illinois - 1010data","http://www.indeed.com/forum/loc/Chicago-Illinois.html; http://www.indeed.com/forum/cmp/1010data.html","Chicago, Illinois; 1010data","","4"
"http://www.indeed.com/rc/clk?jk=096e6740546de543&fccid=ed6cf92c77fb97ac","Senior Backend Software Engineer","Senior Backend Software Engineer","","","","Cultivation Capital","-","","","","","","","","","Chicago, IL 60290","(Loop area)","","","","","","","We’re an eclectic mixture of data scientists, former journalists, finance analysts and seasoned entrepreneurs who all share a passion for mission-driven work....","","","30+ days ago - save job - email - more...","30","http://www.indeed.com/jobs?q=data+scientist+%2420%2C000%2B&l=Chicago%2C+IL&limit=100&radius=25&start=300#; mailto:?subject=I%20found%20this%20job%20on%20Indeed&body=http://www.indeed.com; http://www.indeed.com/jobs?q=data+scientist+%2420%2C000%2B&l=Chicago%2C+IL&limit=100&radius=25&start=300#","save job; email; more...","Save this job to my.indeed; ; ","View all","http://www.indeed.com/q-Cultivation-Capital-l-Chicago,-IL-jobs.html","Cultivation Capital jobs in Chicago, IL","","http://www.indeed.com/l-Chicago,-IL-jobs.html","Chicago jobs","","Salary Search:","http://www.indeed.com/salary?q1=Senior+Backend+Software+Engineer&l1=Chicago%2C+IL","Senior Backend Software Engineer salaries in Chicago, IL","","Related forums: Chicago, Illinois - Cultivation Capital","http://www.indeed.com/forum/loc/Chicago-Illinois.html; http://www.indeed.com/forum/cmp/Cultivation-Capital.html","Chicago, Illinois; Cultivation Capital","","","","","","4"
"http://www.indeed.com/cmp/OPUS-International,-Inc.-(Recruiter)/jobs/Scientist-af0e1524076c4739?r=1&fccid=115d5825663d5af3","Scientist - Pizza, Par Bake","Scientist - Pizza, Par Bake","","","","OPUS International, Inc. (Recruiter)","-","","","","","","","","","Chicago, IL","","","","","","","","Analyze and interpret data to make sound technical recommendations for specific projects. The Company has a new opportunity for a Scientist - Pizza, Par Bake at...","","Easily apply","30+ days ago - save job - email - more...","30","http://www.indeed.com/jobs?q=data+scientist+%2420%2C000%2B&l=Chicago%2C+IL&limit=100&radius=25&start=300#; mailto:?subject=I%20found%20this%20job%20on%20Indeed&body=http://www.indeed.com; http://www.indeed.com/jobs?q=data+scientist+%2420%2C000%2B&l=Chicago%2C+IL&limit=100&radius=25&start=300#","save job; email; more...","Save this job to my.indeed; ; ","View all","http://www.indeed.com/jobs?q=Opus+International,+Inc+(recruiter)&l=Chicago,+IL&nc=jasx","OPUS International, Inc. (Recruiter) jobs in Chicago, IL","","http://www.indeed.com/l-Chicago,-IL-jobs.html","Chicago jobs","","Salary Search:","http://www.indeed.com/salary?q1=Scientist&l1=Chicago%2C+IL","Scientist salaries in Chicago, IL","","Learn more about working at Opus International, Inc. (recruiter)","http://www.indeed.com/cmp/Opus-International,-Inc.-(recruiter)?fromjk=af0e1524076c4739&from=serp-more&campaignid=serp-more&jcid=9b105e13172416ac","Opus International, Inc. (recruiter)","","Related forums: Chicago, Illinois","http://www.indeed.com/forum/loc/Chicago-Illinois.html","Chicago, Illinois","","4"
"http://www.indeed.com/rc/clk?jk=4119bbb4702c151c&fccid=ecbe3eb18cd28ad1","Senior Survey Research Analyst","Senior Survey Research Analyst","http://www.indeed.com/cmp/National-Safety-Council?from=SERP&campaignid=serp-linkcompanyname&fromjk=4119bbb4702c151c&jcid=ecbe3eb18cd28ad1","National Safety Council","","","-","http://www.indeed.com/cmp/National-Safety-Council/reviews?jcid=ecbe3eb18cd28ad1","3.616 reviews","National Safety Council reviews","3.616","3.6","16 reviews","16","-","Itasca, IL","","","","","","","","Analyzes and interprets survey data. Minimum 5 years of work experience that demonstrates familiarity with analysis of statistical data, report writing and...","","","30+ days ago - save job - email - more...","30","http://www.indeed.com/jobs?q=data+scientist+%2420%2C000%2B&l=Chicago%2C+IL&limit=100&radius=25&start=300#; mailto:?subject=I%20found%20this%20job%20on%20Indeed&body=http://www.indeed.com; http://www.indeed.com/jobs?q=data+scientist+%2420%2C000%2B&l=Chicago%2C+IL&limit=100&radius=25&start=300#","save job; email; more...","Save this job to my.indeed; ; ","View all","http://www.indeed.com/q-National-Safety-Council-l-Itasca,-IL-jobs.html","National Safety Council jobs in Itasca, IL","","http://www.indeed.com/l-Itasca,-IL-jobs.html","Itasca jobs","","Salary Search:","http://www.indeed.com/salary?q1=Senior+Survey+Research+Analyst&l1=Itasca%2C+IL","Senior Survey Research Analyst salaries in Itasca, IL","","Learn more about working at National Safety Council","http://www.indeed.com/cmp/National-Safety-Council?fromjk=4119bbb4702c151c&from=serp-more&campaignid=serp-more&jcid=ecbe3eb18cd28ad1","National Safety Council","","Related forums: National Safety Council - Itasca, Illinois","http://www.indeed.com/forum/cmp/National-Safety-Council.html; http://www.indeed.com/forum/loc/Itasca-Illinois.html","National Safety Council; Itasca, Illinois","","4"
"http://www.indeed.com/rc/clk?jk=acca5370ba637512&fccid=29d12aab3f11bcf5","MEDICAL TECHNOLOGIST II","MEDICAL TECHNOLOGIST II","http://www.indeed.com/cmp/Cook-County-Health-&-Hospitals-System?from=SERP&campaignid=serp-linkcompanyname&fromjk=acca5370ba637512&jcid=29d12aab3f11bcf5","Cook County Health & Hospitals System","","","-","http://www.indeed.com/cmp/Cook-County-Health-&-Hospitals-System/reviews?jcid=29d12aab3f11bcf5","3.85 reviews","","3.85","3.8","5 reviews","5","-","Chicago, IL","","","","","","$24.02 an hour","24.02","(Clinical Laboratory Scientist) or. Prior experience managing and maintain records and data in a laboratory information system....","","","30+ days ago - save job - email - more...","30","http://www.indeed.com/jobs?q=data+scientist+%2420%2C000%2B&l=Chicago%2C+IL&limit=100&radius=25&start=300#; mailto:?subject=I%20found%20this%20job%20on%20Indeed&body=http://www.indeed.com; http://www.indeed.com/jobs?q=data+scientist+%2420%2C000%2B&l=Chicago%2C+IL&limit=100&radius=25&start=300#","save job; email; more...","Save this job to my.indeed; ; ","View all","http://www.indeed.com/q-Cook-County-Health-&-Hospitals-System-l-Chicago,-IL-jobs.html","Cook County Health & Hospitals System jobs in Chicago, IL","","http://www.indeed.com/l-Chicago,-IL-jobs.html","Chicago jobs","","Salary Search:","http://www.indeed.com/salary?q1=Medical+Technologist&l1=Chicago%2C+IL","Medical Technologist salaries in Chicago, IL","","Learn more about working at Cook County Health & Hospitals System","http://www.indeed.com/cmp/Cook-County-Health-&-Hospitals-System?fromjk=acca5370ba637512&from=serp-more&campaignid=serp-more&jcid=29d12aab3f11bcf5","Cook County Health & Hospitals System","","Related forums: Chicago, Illinois - Medical Technologist - COOK COUNTY HEALTH & HOSPITALS SYSTEM","http://www.indeed.com/forum/loc/Chicago-Illinois.html; http://www.indeed.com/forum/job/Medical-Technologist.html; http://www.indeed.com/forum/cmp/Cook-County-Health-%26-Hospitals-System.html","Chicago, Illinois; Medical Technologist; COOK COUNTY HEALTH & HOSPITALS SYSTEM","","4"
"http://www.indeed.com/rc/clk?jk=c13a4baef4838239&fccid=639467632adaa4ec","Biostatistician","Biostatistician","","","","Biofortis","-","","","","","","","","","Addison, IL","","","","","","","","This position works with Data Management to assure integrity of data during data capture and transfer, and is responsible for assuring quality standards of...","","","30+ days ago - save job - email - more...","30","http://www.indeed.com/jobs?q=data+scientist+%2420%2C000%2B&l=Chicago%2C+IL&limit=100&radius=25&start=300#; mailto:?subject=I%20found%20this%20job%20on%20Indeed&body=http://www.indeed.com; http://www.indeed.com/jobs?q=data+scientist+%2420%2C000%2B&l=Chicago%2C+IL&limit=100&radius=25&start=300#","save job; email; more...","Save this job to my.indeed; ; ","View all","http://www.indeed.com/q-Biofortis-l-Addison,-IL-jobs.html","Biofortis jobs in Addison, IL","","http://www.indeed.com/l-Addison,-IL-jobs.html","Addison jobs","","Salary Search:","http://www.indeed.com/salary?q1=Biostatistician&l1=Addison%2C+IL","Biostatistician salaries in Addison, IL","","Related forums: BioFortis - Biostatistician - Addison, Illinois","http://www.indeed.com/forum/cmp/Biofortis.html; http://www.indeed.com/forum/job/Biostatistician.html; http://www.indeed.com/forum/loc/Addison-Illinois.html","BioFortis; Biostatistician; Addison, Illinois","","","","","","4"
"http://www.indeed.com/cmp/NRDC/jobs/Litigation-Assistant-99dbeda9793f87d4?r=1&fccid=db60aad7380befd6","Litigation Assistant","Litigation Assistant","http://www.indeed.com/cmp/Nrdc?from=SERP&campaignid=serp-linkcompanyname&fromjk=99dbeda9793f87d4&jcid=db60aad7380befd6","NRDC","","","-","http://www.indeed.com/cmp/Nrdc/reviews?jcid=db60aad7380befd6","3.33 reviews","Nrdc reviews","3.33","3.3","3 reviews","3","-","Chicago, IL 60606","(Loop area)","","","","","","","Superior editing, research, and data synthesis skills. NRDC has more than four hundred advocates (lawyers, scientists, legislative experts, and others) and...","","Easily apply","30+ days ago - save job - email - more...","30","http://www.indeed.com/jobs?q=data+scientist+%2420%2C000%2B&l=Chicago%2C+IL&limit=100&radius=25&start=300#; mailto:?subject=I%20found%20this%20job%20on%20Indeed&body=http://www.indeed.com; http://www.indeed.com/jobs?q=data+scientist+%2420%2C000%2B&l=Chicago%2C+IL&limit=100&radius=25&start=300#","save job; email; more...","Save this job to my.indeed; ; ","View all","http://www.indeed.com/q-Nrdc-l-Chicago,-IL-jobs.html","NRDC jobs in Chicago, IL","","http://www.indeed.com/l-Chicago,-IL-jobs.html","Chicago jobs","","Salary Search:","http://www.indeed.com/salary?q1=Litigation+Assistant&l1=Chicago%2C+IL","Litigation Assistant salaries in Chicago, IL","","Learn more about working at Nrdc","http://www.indeed.com/cmp/Nrdc?fromjk=99dbeda9793f87d4&from=serp-more&campaignid=serp-more&jcid=db60aad7380befd6","Nrdc","","Related forums: Chicago, Illinois - NRDC","http://www.indeed.com/forum/loc/Chicago-Illinois.html; http://www.indeed.com/forum/cmp/Nrdc.html","Chicago, Illinois; NRDC","","4"
"http://www.indeed.com/rc/clk?jk=94845f05bcdf7b41&fccid=75a9eccf32719cee","Market Research Analyst","Market Research Analyst","","","","XM","-","","","","","","","","","Hinsdale, IL 60521","","","","","","","","XM Data Strategies - Market Research Analyst. Collect, analyze convert data into tables, graphs and reports. Monitor/forecast trends in business practices....","","","Monster - 3 days ago - save job - email - more...","-3","http://www.indeed.com/jobs?q=data+scientist+%2420%2C000%2B&l=Chicago%2C+IL&limit=100&radius=25&start=300#; mailto:?subject=I%20found%20this%20job%20on%20Indeed&body=http://www.indeed.com; http://www.indeed.com/jobs?q=data+scientist+%2420%2C000%2B&l=Chicago%2C+IL&limit=100&radius=25&start=300#","save job; email; more...","Save this job to my.indeed; ; ","View all","http://www.indeed.com/q-Xm-Data-Strategies-l-Hinsdale,-IL-jobs.html","XM Data Strategies jobs in Hinsdale, IL","","http://www.indeed.com/l-Hinsdale,-IL-jobs.html","Hinsdale jobs","","Salary Search:","http://www.indeed.com/salary?q1=Market+Research+Analyst&l1=Hinsdale%2C+IL","Market Research Analyst salaries in Hinsdale, IL","","Related forums: XM Data Strategies - Hinsdale, Illinois - Market Research Analyst","http://www.indeed.com/forum/cmp/Xm-Data-Strategies.html; http://www.indeed.com/forum/loc/Hinsdale-Illinois.html; http://www.indeed.com/forum/job/Market-Research-Analyst.html","XM Data Strategies; Hinsdale, Illinois; Market Research Analyst","","","","","","4"
"http://www.indeed.com/rc/clk?jk=a3756d1c93d4fab7&fccid=b7b8d67d61e45d33","Lead Software Engineer","Lead Software Engineer","","","","Vista Consulting Group","-","","","","","","","","","Chicago, IL","","","","","","","","Join a team of system architects, data scientists, and product managers. The Data Initiative team is a dedicated cross-functional group that builds and...","","","8 days ago - save job - email - more...","8","http://www.indeed.com/jobs?q=data+scientist+%2420%2C000%2B&l=Chicago%2C+IL&limit=100&radius=25&start=300#; mailto:?subject=I%20found%20this%20job%20on%20Indeed&body=http://www.indeed.com; http://www.indeed.com/jobs?q=data+scientist+%2420%2C000%2B&l=Chicago%2C+IL&limit=100&radius=25&start=300#","save job; email; more...","Save this job to my.indeed; ; ","View all","http://www.indeed.com/q-Vista-Consulting-Group-l-Chicago,-IL-jobs.html","Vista Consulting Group jobs in Chicago, IL","","http://www.indeed.com/l-Chicago,-IL-jobs.html","Chicago jobs","","Salary Search:","http://www.indeed.com/salary?q1=Lead+Software+Engineer&l1=Chicago%2C+IL","Lead Software Engineer salaries in Chicago, IL","","Learn more about working at Vista Consulting Group","http://www.indeed.com/cmp/Vista-Consulting-Group?fromjk=a3756d1c93d4fab7&from=serp-more&campaignid=serp-more&jcid=b7b8d67d61e45d33","Vista Consulting Group","","Related forums: Chicago, Illinois - Vista Consulting Group - Lead Software Engineer","http://www.indeed.com/forum/loc/Chicago-Illinois.html; http://www.indeed.com/forum/cmp/Vista-Consulting-Group.html; http://www.indeed.com/forum/job/Lead-Software-Engineer.html","Chicago, Illinois; Vista Consulting Group; Lead Software Engineer","","4"
"http://www.indeed.com/rc/clk?jk=ef3b523ee9600139&fccid=5527fa86119a4ea6","Senior Software Engineer - Cloud Systems","Senior Software Engineer - Cloud Systems","http://www.indeed.com/cmp/The-Climate-Corporation?from=SERP&campaignid=serp-linkcompanyname&fromjk=ef3b523ee9600139&jcid=5527fa86119a4ea6","The Climate Corporation","","","-","http://www.indeed.com/cmp/The-Climate-Corporation/reviews?jcid=5527fa86119a4ea6","4.52 reviews","The Climate Corporation reviews","4.52","4.5","2 reviews","2","-","Chicago, IL","","","","","","","","Experience with distributed data platforms (e.g. Your challenge - should you decide to accept it - is to collaborate with us to build this better world for the...","","","26 days ago - save job - email - more...","26","http://www.indeed.com/jobs?q=data+scientist+%2420%2C000%2B&l=Chicago%2C+IL&limit=100&radius=25&start=300#; mailto:?subject=I%20found%20this%20job%20on%20Indeed&body=http://www.indeed.com; http://www.indeed.com/jobs?q=data+scientist+%2420%2C000%2B&l=Chicago%2C+IL&limit=100&radius=25&start=300#","save job; email; more...","Save this job to my.indeed; ; ","View all","http://www.indeed.com/jobs?q=The+Climate+Corporation&l=Chicago,+IL&nc=jasx","The Climate Corporation jobs in Chicago, IL","","http://www.indeed.com/l-Chicago,-IL-jobs.html","Chicago jobs","","Salary Search:","http://www.indeed.com/salary?q1=Senior+Software+Engineer&l1=Chicago%2C+IL","Senior Software Engineer salaries in Chicago, IL","","Learn more about working at The Climate Corporation","http://www.indeed.com/cmp/The-Climate-Corporation?fromjk=ef3b523ee9600139&from=serp-more&campaignid=serp-more&jcid=5527fa86119a4ea6","The Climate Corporation","","Related forums: Chicago, Illinois - The Climate Corporation","http://www.indeed.com/forum/loc/Chicago-Illinois.html; http://www.indeed.com/forum/cmp/The-Climate-Corporation.html","Chicago, Illinois; The Climate Corporation","","4"
"http://www.indeed.com/rc/clk?jk=192164bfabaa3aea&fccid=523c59ecb97d1eb7","MN AMS Small Cells Operations Intern","MN AMS Small Cells Operations Intern","http://www.indeed.com/cmp/Nokia-Siemens-Networks?from=SERP&campaignid=serp-linkcompanyname&fromjk=192164bfabaa3aea&jcid=523c59ecb97d1eb7","Nokia Siemens Networks","","","-","http://www.indeed.com/cmp/Nokia-Siemens-Networks/reviews?jcid=523c59ecb97d1eb7","4.0388 reviews","Nokia Siemens Networks reviews","4.0388","4","388 reviews","388","-","Arlington Heights, IL","","","","","","","","Experience in the analysis and presentation of test data. Serving customers in over 100 countries, our research scientists and engineers continue to invent and...","","","30+ days ago - save job - email - more...","30","http://www.indeed.com/jobs?q=data+scientist+%2420%2C000%2B&l=Chicago%2C+IL&limit=100&radius=25&start=300#; mailto:?subject=I%20found%20this%20job%20on%20Indeed&body=http://www.indeed.com; http://www.indeed.com/jobs?q=data+scientist+%2420%2C000%2B&l=Chicago%2C+IL&limit=100&radius=25&start=300#","save job; email; more...","Save this job to my.indeed; ; ","View all","http://www.indeed.com/q-Nokia-Siemens-Networks-l-Arlington-Heights,-IL-jobs.html","Nokia Siemens Networks jobs in Arlington Heights, IL","","http://www.indeed.com/l-Arlington-Heights,-IL-jobs.html","Arlington Heights jobs","","Salary Search:","http://www.indeed.com/salary?q1=Mn+Ams+Small+Cell+Operation+Intern&l1=Arlington+Heights%2C+IL","Mn Ams Small Cell Operation Intern salaries in Arlington Heights, IL","","Learn more about working at Nokia Siemens Networks","http://www.indeed.com/cmp/Nokia-Siemens-Networks?fromjk=192164bfabaa3aea&from=serp-more&campaignid=serp-more&jcid=523c59ecb97d1eb7","Nokia Siemens Networks","","Related forums: Nokia Siemens Networks - Arlington Heights, Illinois","http://www.indeed.com/forum/cmp/Nokia-Siemens-Networks.html; http://www.indeed.com/forum/loc/Arlington-Heights-Illinois.html","Nokia Siemens Networks; Arlington Heights, Illinois","","4"
"http://www.indeed.com/rc/clk?jk=3ca8443a907bf8c7&fccid=07a07a942fc3bb05","Account Executive","Account Executive","","","","Drivin","-","","","","","","","","","Chicago, IL 60645","(West Ridge area)","","","","","","","As a premier venture-backed, rapidly growing start-up, we are looking for world-class individuals to join our team, including creative technologists, forward...","","","30+ days ago - save job - email - more...","30","http://www.indeed.com/jobs?q=data+scientist+%2420%2C000%2B&l=Chicago%2C+IL&limit=100&radius=25&start=300#; mailto:?subject=I%20found%20this%20job%20on%20Indeed&body=http://www.indeed.com; http://www.indeed.com/jobs?q=data+scientist+%2420%2C000%2B&l=Chicago%2C+IL&limit=100&radius=25&start=300#","save job; email; more...","Save this job to my.indeed; ; ","View all","http://www.indeed.com/q-Drivin-l-Chicago,-IL-jobs.html","Drivin jobs in Chicago, IL","","http://www.indeed.com/l-Chicago,-IL-jobs.html","Chicago jobs","","Salary Search:","http://www.indeed.com/salary?q1=Account+Executive&l1=Chicago%2C+IL","Account Executive salaries in Chicago, IL","","Related forums: Drivin - Chicago, Illinois - Account Executive","http://www.indeed.com/forum/cmp/Drivin-1.html; http://www.indeed.com/forum/loc/Chicago-Illinois.html; http://www.indeed.com/forum/job/Account-Executive.html","Drivin; Chicago, Illinois; Account Executive","","","","","","4"
"http://www.indeed.com/rc/clk?jk=0ac4292b925331d7&fccid=365a8fb325c7f521","Petrographer - Senior Level","Petrographer - Senior Level","","","","Ingman Company","-","","","","","","","","","Chicago, IL","","","","","","","","Experience preparing data reports. Clients across the country hire us to find outstanding engineers, architects, material scientists and construction managers....","","Easily apply","30+ days ago - save job - email - more...","30","http://www.indeed.com/jobs?q=data+scientist+%2420%2C000%2B&l=Chicago%2C+IL&limit=100&radius=25&start=300#; mailto:?subject=I%20found%20this%20job%20on%20Indeed&body=http://www.indeed.com; http://www.indeed.com/jobs?q=data+scientist+%2420%2C000%2B&l=Chicago%2C+IL&limit=100&radius=25&start=300#","save job; email; more...","Save this job to my.indeed; ; ","View all","http://www.indeed.com/q-Ingman-Company-l-Chicago,-IL-jobs.html","Ingman Company jobs in Chicago, IL","","http://www.indeed.com/l-Chicago,-IL-jobs.html","Chicago jobs","","Salary Search:","http://www.indeed.com/salary?q1=Petrographer&l1=Chicago%2C+IL","Petrographer salaries in Chicago, IL","","Related forums: Chicago, Illinois - Ingman Company","http://www.indeed.com/forum/loc/Chicago-Illinois.html; http://www.indeed.com/forum/cmp/Ingman-Company.html","Chicago, Illinois; Ingman Company","","","","","","4"
"http://www.indeed.com/rc/clk?jk=3d7cfd95e46f2449&fccid=036360b14d9e9d29","Bioinformatics Analyst","Bioinformatics Analyst","","","","ACGT, Inc.","-","","","","","","","","","Wheeling, IL 60090","","","","","","","","Develop, improve, modify, and operate data analysis pipelines. Seeks an enthusiastic and experienced bioinformatics scientist who is comfortable with large data...","","Easily apply","30+ days ago - save job - email - more...","30","http://www.indeed.com/jobs?q=data+scientist+%2420%2C000%2B&l=Chicago%2C+IL&limit=100&radius=25&start=300#; mailto:?subject=I%20found%20this%20job%20on%20Indeed&body=http://www.indeed.com; http://www.indeed.com/jobs?q=data+scientist+%2420%2C000%2B&l=Chicago%2C+IL&limit=100&radius=25&start=300#","save job; email; more...","Save this job to my.indeed; ; ","View all","http://www.indeed.com/jobs?q=Acgt,+Inc&l=Wheeling,+IL&nc=jasx","ACGT, Inc. jobs in Wheeling, IL","","http://www.indeed.com/l-Wheeling,-IL-jobs.html","Wheeling jobs","","Salary Search:","http://www.indeed.com/salary?q1=Bioinformatic+Analyst&l1=Wheeling%2C+IL","Bioinformatic Analyst salaries in Wheeling, IL","","Related forums: Wheeling, Illinois","http://www.indeed.com/forum/loc/Wheeling-Illinois.html","Wheeling, Illinois","","","","","","4"
"http://www.indeed.com/cmp/ITStaff-Technical-Resources/jobs/Technical-Project-Manager-Business-Analyst-db939143ec7edd17?r=1&fccid=42781b2336faef78","Technical Project Manager/Business Analyst","Technical Project Manager/Business Analyst","","","","ITStaff Technical Resources","-","","","","","","","","","Chicago, IL","","","","","","$85,000 a year","85000","Working with data scientists on optimal data structures, analytics and automation of data ingestion. Be familiar with data transformation, transport, reporting,...","","Easily apply","30+ days ago - save job - email - more...","30","http://www.indeed.com/jobs?q=data+scientist+%2420%2C000%2B&l=Chicago%2C+IL&limit=100&radius=25&start=300#; mailto:?subject=I%20found%20this%20job%20on%20Indeed&body=http://www.indeed.com; http://www.indeed.com/jobs?q=data+scientist+%2420%2C000%2B&l=Chicago%2C+IL&limit=100&radius=25&start=300#","save job; email; more...","Save this job to my.indeed; ; ","View all","http://www.indeed.com/q-Itstaff-Technical-Resources-l-Chicago,-IL-jobs.html","ITStaff Technical Resources jobs in Chicago, IL","","http://www.indeed.com/l-Chicago,-IL-jobs.html","Chicago jobs","","Salary Search:","http://www.indeed.com/salary?q1=Technical+Project+Manager+Business+Analyst&l1=Chicago%2C+IL","Technical Project Manager Business Analyst salaries in Chicago, IL","","Learn more about working at Itstaff Technical Resources","http://www.indeed.com/cmp/Itstaff-Technical-Resources?fromjk=db939143ec7edd17&from=serp-more&campaignid=serp-more&jcid=1adda6a0414744e1","Itstaff Technical Resources","","Related forums: Chicago, Illinois - ITStaff Technical Resources","http://www.indeed.com/forum/loc/Chicago-Illinois.html; http://www.indeed.com/forum/cmp/Itstaff-Technical-Resources.html","Chicago, Illinois; ITStaff Technical Resources","","4"
